cohort,period_cohort,user_pseudo_id,level_starts,days,level_starts_per_day,sessions,sessions_per_day
treatment,post-period,29DB77B0FD019E4FAA6BE4465F3F8597,15,1,15.0,2,2.0
treatment,post-period,29F5330280F702329E44F791AFA4CB4B,119,11,10.818181818181818,4,2.0
treatment,pre-period,29F5330280F702329E44F791AFA4CB4B,75,2,37.5,0,
control,control-period,29F84018AEA58732B4C58FDA8188911C,2,2,1.0,2,1.0
control,control-period,2A020CFF232914D20C44FC5DEB868A82,11,1,11.0,1,1.0
control,control-period,2A0B0B6E66259E8CBCD4161F456967A7,44,2,22.0,2,1.0
treatment,post-period,2A0B5110E405737D03252E4149115CF0,123,18,6.833333333333333,26,1.5294117647058822
treatment,pre-period,2A0B5110E405737D03252E4149115CF0,3,1,3.0,1,1.0
control,control-period,2A20B3468A1A2F1A5F02152185557F4E,3,1,3.0,1,1.0
treatment,pre-period,2A26BB74FCE03DA9C70BC01E882C5886,35,6,5.833333333333333,5,1.0
treatment,post-period,2A26BB74FCE03DA9C70BC01E882C5886,16,3,5.333333333333333,3,1.5
control,control-period,2A34EECEFBCD989C596548A449EAFFB6,9,2,4.5,2,1.0
treatment,post-period,2A35FB32E49C15CB17729B04D7E80F02,20,1,20.0,0,
treatment,pre-period,2A35FB32E49C15CB17729B04D7E80F02,22,2,11.0,2,1.0
control,control-period,2A43899555261D422AF07565EE51395E,24,5,4.8,5,1.0
treatment,pre-period,2A4BDBBA1155DC84138FBE8C51A3E18C,9,1,9.0,1,1.0
treatment,post-period,2A4BDBBA1155DC84138FBE8C51A3E18C,4,1,4.0,0,
treatment,pre-period,2A50F2A460A9554E44379553F98BCFD0,7,1,7.0,1,1.0
treatment,post-period,2A50F2A460A9554E44379553F98BCFD0,50,3,16.666666666666668,2,1.0
treatment,pre-period,2A54F742901277A2F9848BB0166C3451,6,2,3.0,2,1.0
treatment,post-period,2A54F742901277A2F9848BB0166C3451,12,1,12.0,0,
treatment,pre-period,2A79E63E7E0E7F4F2CFCAFCB449CE389,1,1,1.0,1,1.0
treatment,post-period,2A79E63E7E0E7F4F2CFCAFCB449CE389,10,1,10.0,0,
control,control-period,2A7A057011B97398D224EDDAECDD3B88,6,4,1.5,3,1.0
control,control-period,2A9E4EB072E7979EDB0F2D732D17E7EF,5,1,5.0,1,1.0
treatment,post-period,2AA464028C038291F8DD4935DDA7DF6B,3,1,3.0,0,
treatment,pre-period,2AA464028C038291F8DD4935DDA7DF6B,4,1,4.0,1,1.0
control,control-period,2AA7CE8A30BD25743594101C76B46A6B,4,1,4.0,1,1.0
control,control-period,2AAC37325749A1E1CB4D43A48BACA2C9,3,1,3.0,1,1.0
treatment,post-period,2AB4D31F327FBC53C61C7BC533087133,18,5,3.6,4,1.0
treatment,pre-period,2AB4D31F327FBC53C61C7BC533087133,1,1,1.0,1,1.0
control,control-period,2AB566B92E5E821F8234BDEEFAC3F8C6,5,1,5.0,2,2.0
treatment,pre-period,2AC0EF5047BC538BDA6388E644409B5D,25,10,2.5,11,1.0
treatment,post-period,2AC0EF5047BC538BDA6388E644409B5D,18,9,2.0,8,1.0
control,control-period,2AC1E06BEFEF7D97745CCC87A38FAA5B,15,5,3.0,5,1.0
control,control-period,2AE16CCCFC6A5302F2AB41CDD3192014,6,2,3.0,3,1.5
control,control-period,2AE21E7F9F033E4071059B08433122DF,31,1,31.0,1,1.0
treatment,pre-period,2B06E3516A74184DC1107C07C71764F5,6,1,6.0,1,1.0
treatment,post-period,2B06E3516A74184DC1107C07C71764F5,2,1,2.0,0,
treatment,post-period,2B085FA1A52991A730A32F0C87F474D6,7,1,7.0,0,
treatment,pre-period,2B085FA1A52991A730A32F0C87F474D6,2,1,2.0,1,1.0
control,control-period,2B0B4F617DE87BDD32E2DA9D6364F9B7,13,2,6.5,5,2.5
treatment,post-period,2B0D8BD127A58843F3B4F8C8FE50CD77,26,10,2.6,12,1.2
treatment,pre-period,2B0D8BD127A58843F3B4F8C8FE50CD77,10,4,2.5,4,1.0
treatment,pre-period,2B0DC55FC762171A7E975A1321528458,5,1,5.0,1,1.0
treatment,post-period,2B0DC55FC762171A7E975A1321528458,31,1,31.0,2,2.0
control,control-period,2B1A8699D5D9CC85A21E5AD20A5F1278,8,3,2.6666666666666665,5,1.6666666666666667
control,control-period,2B1FBFFB1A0A26B610F655BF2D4AD490,5,1,5.0,1,1.0
control,control-period,2B22D72F625F968E0AC0C0EFC63DE229,17,1,17.0,2,1.0
control,control-period,2B26592BCDA787B355255964349FB061,20,1,20.0,2,2.0
control,control-period,2B26691384C88E9E6E1E96D17FF17D59,9,2,4.5,3,1.5
treatment,post-period,2B26B53D4CD155A3EF1FF0A91D339D3E,13,1,13.0,0,
treatment,pre-period,2B26B53D4CD155A3EF1FF0A91D339D3E,6,1,6.0,1,1.0
control,control-period,2B35B462902E48F2B0CFE0E9EE9FF9B0,3,1,3.0,1,1.0
control,control-period,2B38130AF309DC84605BF6658EC03470,7,1,7.0,1,1.0
control,control-period,2B3B13AC3C9E94B89E40BA8397EC38C1,12,4,3.0,4,1.0
control,control-period,2B510FBF818B7502DA16690FECA8EA9C,52,1,52.0,3,3.0
treatment,pre-period,2B5437C3C5064C97EA9DD2A8FCD99571,16,7,2.2857142857142856,8,1.1428571428571428
treatment,post-period,2B5437C3C5064C97EA9DD2A8FCD99571,3,1,3.0,0,
treatment,post-period,2B5ABA17A30D32531C09DAF2865F9E55,27,14,1.9285714285714286,18,1.2857142857142858
treatment,pre-period,2B5ABA17A30D32531C09DAF2865F9E55,5,3,1.6666666666666667,4,1.3333333333333333
control,control-period,2B5D7D51F2F3BCC0B01B60FF5E37A255,3,1,3.0,1,1.0
control,control-period,2B5F8761B8BD8E01DAEED5E1B14D6B87,0,0,,1,1.0
treatment,pre-period,2B60FE4641FB8F58C12824588AC79FB1,1,1,1.0,1,1.0
treatment,post-period,2B60FE4641FB8F58C12824588AC79FB1,2,1,2.0,1,1.0
treatment,post-period,2B6350A30691F545D6672B30E97BD5AB,1,1,1.0,0,
treatment,pre-period,2B6350A30691F545D6672B30E97BD5AB,5,1,5.0,1,1.0
treatment,pre-period,2B6D0DB9D76C581ACB986BBE2408220C,8,1,8.0,1,1.0
treatment,post-period,2B6D0DB9D76C581ACB986BBE2408220C,37,1,37.0,0,
control,control-period,2B6D9C77F287F5C021EC7297203D412B,13,1,13.0,2,2.0
control,control-period,2B6E70EB94B34CFD3C7A98F20505DF0F,2,1,2.0,1,1.0
control,control-period,2B708DD984888F5852F691361699D80B,25,6,4.166666666666667,6,1.0
control,control-period,2B745E8433DC278AE01318EFB8BC74DE,75,5,15.0,14,2.8
control,control-period,2B757F72B54587C6FECD4E73A348EAE0,9,1,9.0,1,1.0
treatment,post-period,2B7787A34C362AA51FF8E4DD031A2F70,227,13,17.46153846153846,19,1.5833333333333333
treatment,pre-period,2B7787A34C362AA51FF8E4DD031A2F70,5,1,5.0,1,1.0
treatment,pre-period,2B810EF175EB01E7F0D54AB1EA39AE8E,4,1,4.0,1,1.0
treatment,post-period,2B810EF175EB01E7F0D54AB1EA39AE8E,0,0,,1,1.0
control,control-period,2B8592E3DC1B2671FE896113570DA54F,4,2,2.0,2,1.0
treatment,pre-period,2B86004D342C2EA67F3164372314F0C4,5,2,2.5,2,1.0
treatment,post-period,2B86004D342C2EA67F3164372314F0C4,14,5,2.8,4,1.0
treatment,post-period,2B88F6144EE78D0EF8CF3489A6C4F50B,316,22,14.363636363636363,21,1.0
treatment,pre-period,2B88F6144EE78D0EF8CF3489A6C4F50B,3,1,3.0,1,1.0
control,control-period,2B8C48BCEDF2703CC0AA7262FA09769E,864,28,30.857142857142858,24,1.411764705882353
treatment,pre-period,2B90CE94C6039DF03E72FE15B5320ABA,119,47,2.5319148936170213,73,1.5869565217391304
treatment,post-period,2B90CE94C6039DF03E72FE15B5320ABA,43,18,2.3888888888888888,28,1.5555555555555556
control,control-period,2B9D448A514E1058BC621B389406CED0,149,6,24.833333333333332,11,1.8333333333333333
control,control-period,2B9E05C9A73CE9EFCADC80CE582ADBA6,1,1,1.0,2,1.0
control,control-period,2BB1C46E7BC72893130A3F8D3FB9E9F4,12,4,3.0,4,1.0
treatment,post-period,2BB49B55D58503178D903A8C3A2C6E5C,9,4,2.25,3,1.0
treatment,pre-period,2BB49B55D58503178D903A8C3A2C6E5C,1,1,1.0,1,1.0
treatment,post-period,2BB9DECA5F376B9FD772D4BB2703A883,27,9,3.0,16,1.7777777777777777
treatment,pre-period,2BB9DECA5F376B9FD772D4BB2703A883,20,7,2.8571428571428572,13,2.1666666666666665
treatment,pre-period,2BBBB993FCB4A3A3C59D2537202CA402,18,1,18.0,1,1.0
treatment,post-period,2BBBB993FCB4A3A3C59D2537202CA402,31,4,7.75,9,1.8
control,control-period,2BBF0E4E1E3D02041E0D94CA79286A0E,2,2,1.0,3,1.0
control,control-period,2BBF8D3CC51EDC5B46575A4E51B101A9,8,1,8.0,1,1.0
treatment,pre-period,2BC0A8AB8C936715EAFEB8D0A3D624AC,7,1,7.0,1,1.0
treatment,post-period,2BC0A8AB8C936715EAFEB8D0A3D624AC,15,3,5.0,3,1.0
control,control-period,2BD63A9BEE3E9F692E09E68CEAF5E418,80,3,26.666666666666668,3,1.0
control,control-period,2BE674E2539938C1CDEAABD6E139E95D,8,3,2.6666666666666665,3,1.0
treatment,post-period,2C0308CAAC49EAE73174F5110D76F2C6,115,9,12.777777777777779,11,1.5714285714285714
treatment,pre-period,2C0308CAAC49EAE73174F5110D76F2C6,22,2,11.0,2,1.0
control,control-period,2C09084CE40D1FDA2E9C3157E8CCF4DF,21,3,7.0,5,1.6666666666666667
treatment,pre-period,2C1DA5791D813EDBF757A250CD828181,43,10,4.3,12,1.5
treatment,post-period,2C1DA5791D813EDBF757A250CD828181,8,1,8.0,1,1.0
control,control-period,2C28CF394F040612E0773E18F2613051,168,1,168.0,1,1.0
control,control-period,2C2D9D051A784492EDD74FDEE6DAAD56,6,1,6.0,1,1.0
treatment,pre-period,2C33E7A3E02384439F6F3A61AE37D6AE,4,2,2.0,1,1.0
treatment,post-period,2C33E7A3E02384439F6F3A61AE37D6AE,1,1,1.0,1,1.0
control,control-period,2C348995F2580AEA0C5DB06201BB0793,22,7,3.1428571428571428,9,1.2857142857142858
treatment,pre-period,2C3A2B86472D14F6A974C092164C3ADA,2,1,2.0,1,1.0
treatment,post-period,2C3A2B86472D14F6A974C092164C3ADA,12,1,12.0,0,
treatment,post-period,2C42FD4D96863B75026B71D2BDEC620A,12,1,12.0,2,2.0
treatment,pre-period,2C42FD4D96863B75026B71D2BDEC620A,6,2,3.0,1,1.0
control,control-period,2C45FDF91F91AE8A3A9E6F119E8BED13,9,1,9.0,1,1.0
treatment,pre-period,2C4E3EC3CD3D736B6A29ABCDE4581426,3,1,3.0,1,1.0
treatment,post-period,2C4E3EC3CD3D736B6A29ABCDE4581426,20,6,3.3333333333333335,4,1.0
control,control-period,2C4F4ACFF9D4C42F4C01EDECE6D4BB4E,5,2,2.5,2,1.0
control,control-period,2C54C362067814D25D465B49EA033950,7,1,7.0,1,1.0
control,control-period,2C5D01AFC06648C3E53351BEB37797E2,23,3,7.666666666666667,3,1.0
control,control-period,2C690440C68D517B9A4A681DCAF9FD29,18,6,3.0,6,1.0
treatment,post-period,2C70CC6F3A725B18A2A085CB9CCFC615,2,1,2.0,1,1.0
treatment,pre-period,2C70CC6F3A725B18A2A085CB9CCFC615,1,1,1.0,0,
treatment,pre-period,2C7221CA173870D0E8BF347AE198A285,2,1,2.0,1,1.0
treatment,post-period,2C7221CA173870D0E8BF347AE198A285,5,2,2.5,1,1.0
control,control-period,2C7567547934087E8A7758D0EB0DF412,56,6,9.3333333333333339,8,1.3333333333333333
control,control-period,2C8294A0EF5FF73A6C43819F67D450F4,9,1,9.0,2,2.0
treatment,post-period,2C84CF723999D48F8F069AFFC184C4DC,458,34,13.470588235294118,43,1.2647058823529411
treatment,pre-period,2C84CF723999D48F8F069AFFC184C4DC,25,1,25.0,1,1.0
treatment,post-period,2C8605D838AC52596D7B42B550C9E608,31,3,10.333333333333334,2,1.0
treatment,pre-period,2C8605D838AC52596D7B42B550C9E608,10,1,10.0,1,1.0
control,control-period,2C8640390F4B6EC5F68D72D8CA043697,11,7,1.5714285714285714,8,1.1428571428571428
control,control-period,2C89C24F71B25BAA9BF1BD7C9EFCC435,7,2,3.5,2,1.0
control,control-period,2C99E7BA710F67E35D06CDC12FFE64AE,98,4,24.5,4,1.0
control,control-period,2C9A6D36285855C29FB73A0D7FA47BBC,27,1,27.0,1,1.0
treatment,post-period,2CA82928A35949DF7775D4BC04F0AEA1,1137,61,18.639344262295083,157,2.6166666666666667
treatment,pre-period,2CA82928A35949DF7775D4BC04F0AEA1,408,15,27.2,40,2.8571428571428572
control,control-period,2CBC72DDE990377549A3E793ABA078D9,16,1,16.0,1,1.0
control,control-period,2CC80ED018DB2338C8A0B887DEBA1AB5,7,1,7.0,1,1.0
treatment,pre-period,2CCA3846093A5C9AA76489A76DAA7D3A,3,2,1.5,2,1.0
treatment,post-period,2CCA3846093A5C9AA76489A76DAA7D3A,1,1,1.0,0,
treatment,post-period,2CCA4395A5281BAC61DD7C846837F50B,75,4,18.75,6,2.0
treatment,pre-period,2CCA4395A5281BAC61DD7C846837F50B,4,1,4.0,1,1.0
control,control-period,2CCC2C66F8409A59FC7B5E2EE0B07123,32,3,10.666666666666666,3,1.0
treatment,post-period,2CCE2E74BF8D764CC4F72E028FE4ED95,81,2,40.5,0,
treatment,pre-period,2CCE2E74BF8D764CC4F72E028FE4ED95,2,1,2.0,1,1.0
control,control-period,2CD0A58C01E50CB6D66FCF06ECAA4C1B,104,24,4.333333333333333,69,2.875
control,control-period,2CD0D4D05DD7563DD457539906E946EA,45,4,11.25,4,1.0
treatment,pre-period,2CD70A7B8E8442DBF6BB7E5EFEEFA0B1,11,2,5.5,2,1.0
treatment,post-period,2CD70A7B8E8442DBF6BB7E5EFEEFA0B1,12,1,12.0,0,
control,control-period,2CE9034DB5A27398581F1EF3635AE813,22,3,7.333333333333333,6,2.0
control,control-period,2CEF0B3F63A7FD536BD7A1D7EBDAA82A,67,18,3.7222222222222223,22,1.2222222222222223
control,control-period,2CF33FDBBCE129166C717E86C6014005,7,4,1.75,5,1.0
control,control-period,2CF37F91730B517CB52891DA77A0EAB2,3,2,1.5,2,1.0
treatment,post-period,2CFE1938C85F9958F23E38043DCC5AC5,32,2,16.0,1,1.0
treatment,pre-period,2CFE1938C85F9958F23E38043DCC5AC5,3,1,3.0,1,1.0
control,control-period,2D0C9899459B9D7C6552E8B98D17A8E7,10,1,10.0,2,2.0
treatment,post-period,2D2524BD47946B2E9DBC72E15C92BABB,76,8,9.5,16,1.7777777777777777
treatment,pre-period,2D2524BD47946B2E9DBC72E15C92BABB,1,1,1.0,1,1.0
treatment,post-period,2D391C71BAB620DE0438B4FB9983DCA1,1,1,1.0,0,
treatment,pre-period,2D391C71BAB620DE0438B4FB9983DCA1,9,3,3.0,3,1.0
treatment,post-period,2D3C3F237405503721DD94F31B8E5EF4,2,1,2.0,0,
treatment,pre-period,2D3C3F237405503721DD94F31B8E5EF4,4,2,2.0,2,1.0
control,control-period,2D478AD4B8FD8BCC2D03256EE5DDAE63,92,30,3.0666666666666669,47,1.5666666666666667
treatment,post-period,2D50A659D8975476CC4E7FE71B614852,2,1,2.0,1,1.0
treatment,pre-period,2D50A659D8975476CC4E7FE71B614852,3,1,3.0,1,1.0
treatment,post-period,2D50DBCAED9814D3E5E96B6428779B55,31,8,3.875,8,1.0
treatment,pre-period,2D50DBCAED9814D3E5E96B6428779B55,3,1,3.0,1,1.0
control,control-period,2D513A66980D72DE4AC49C2E3BC8DD34,2,1,2.0,1,1.0
control,control-period,2D6293C0C38776524655522DE0CBA9BA,23,5,4.6,9,1.8
treatment,pre-period,2D62A8D526319686A5E0A8503E5E2ACE,2,1,2.0,1,1.0
treatment,post-period,2D62A8D526319686A5E0A8503E5E2ACE,1,1,1.0,0,
control,control-period,2D644942A18A482A9AD370DA9F38B709,1,1,1.0,1,1.0
control,control-period,2D649F568EAB97A00C4161984EB033F3,5,1,5.0,1,1.0
control,control-period,2D716CF5F646D5B95689EB06FE2B4724,19,7,2.7142857142857144,9,1.2857142857142858
control,control-period,2D7A20839A8B9314F5F8C16676591A76,20,2,10.0,2,1.0
control,control-period,2D7D7EE7C2BE65A1E12450CABCC1B16A,5,1,5.0,1,1.0
treatment,pre-period,2D910124E99E4CBCD46F2D24E9F4EEA4,14,5,2.8,7,1.4
treatment,post-period,2D910124E99E4CBCD46F2D24E9F4EEA4,49,17,2.8823529411764706,27,1.588235294117647
control,control-period,2D9D240B75267007E4B2410058CD8728,7,2,3.5,2,1.0
treatment,pre-period,2D9E0576B4F80F8F7B8A7E99F5738E54,15,2,7.5,6,3.0
treatment,post-period,2D9E0576B4F80F8F7B8A7E99F5738E54,14,3,4.666666666666667,4,1.3333333333333333
control,control-period,2D9E81829DC070224ABDE3EAA0F34C2E,31,11,2.8181818181818183,14,1.2727272727272727
treatment,post-period,2D9E9565AA343265EE7DB190F26379E6,8,1,8.0,2,2.0
treatment,pre-period,2D9E9565AA343265EE7DB190F26379E6,2,1,2.0,1,1.0
control,control-period,2DB43A8E507757C3AEC1F3C3BFFD01B7,1,1,1.0,1,1.0
treatment,pre-period,2DB65B29C41328FF8AB9AC27B7C05537,4,1,4.0,1,1.0
treatment,post-period,2DB65B29C41328FF8AB9AC27B7C05537,1118,38,29.421052631578949,70,1.9444444444444444
treatment,pre-period,2DE9CB964C424DB7C1B6DE60E1C6A108,21,6,3.5,7,1.4
treatment,post-period,2DE9CB964C424DB7C1B6DE60E1C6A108,152,17,8.9411764705882355,53,3.1176470588235294
control,control-period,2DF9172E98F032892D7BDA25F51025B5,26,1,26.0,7,1.75
control,control-period,2DFF310A6B208FF63B6E7C83D02EBFB8,10,9,1.1111111111111112,10,1.1111111111111112
control,control-period,2E03DB1924573F3131EEC916E5444F56,775,34,22.794117647058822,50,1.4705882352941178
treatment,pre-period,2E1CBCBC408A270FE9B39E79958C28FB,6,3,2.0,3,1.0
treatment,post-period,2E1CBCBC408A270FE9B39E79958C28FB,1,1,1.0,0,
control,control-period,2E232DB69EBB2EF7E68E2B0C10DBE859,5,1,5.0,2,2.0
treatment,pre-period,2E2D2B2639885CA789DDEB06EAF64B3F,3,1,3.0,1,1.0
treatment,post-period,2E2D2B2639885CA789DDEB06EAF64B3F,11,2,5.5,1,1.0
treatment,pre-period,2E5321DECDFD52DC881ABB64E7F12099,9,1,9.0,1,1.0
treatment,post-period,2E5321DECDFD52DC881ABB64E7F12099,13,1,13.0,0,
control,control-period,2E5676237782B1CBE6106C558AB9B639,5,1,5.0,1,1.0
control,control-period,2E576595B5FF8D66CA224AFADAE588B4,43,4,10.75,8,2.0
treatment,post-period,2E5A753B9B9C879F22EE99213D8D22E8,15,1,15.0,0,
treatment,pre-period,2E5A753B9B9C879F22EE99213D8D22E8,3,1,3.0,1,1.0
control,control-period,2E604D0497DF31C12DDC2CB08F891825,4,1,4.0,1,1.0
treatment,pre-period,2E6EC20A3654CA05985204703A90B801,178,2,89.0,2,1.0
treatment,post-period,2E6EC20A3654CA05985204703A90B801,281,6,46.833333333333336,10,2.0
control,control-period,2E701172DAB36C56A2414EA1BF26E041,8,1,8.0,1,1.0
control,control-period,2E77A1219C5F7F0189E0FE7D1F38F373,5,1,5.0,1,1.0
treatment,pre-period,2E82B67D36FB97A4838831F2202CE329,1,1,1.0,0,
treatment,post-period,2E82B67D36FB97A4838831F2202CE329,3,1,3.0,1,1.0
control,control-period,2E85146F030E1F957C41E2FE7554352D,16,2,8.0,2,1.0
treatment,post-period,2E8DD56C77FB7566DDD991B6E4A03EF3,6,1,6.0,1,1.0
treatment,pre-period,2E8DD56C77FB7566DDD991B6E4A03EF3,1,1,1.0,0,
treatment,post-period,2E9026469C329DB2220F26911ABD1929,16,2,8.0,1,1.0
treatment,pre-period,2E9026469C329DB2220F26911ABD1929,6,1,6.0,1,1.0
control,control-period,2E90EC26A8024356FD9CDA9654D7E3D9,3,1,3.0,1,1.0
control,control-period,2E91A2E27D859523D9F0F0D293720966,1,1,1.0,1,1.0
treatment,pre-period,2E92432649219E3D30D0B72F89C5F51B,5,1,5.0,2,2.0
treatment,post-period,2E92432649219E3D30D0B72F89C5F51B,3,1,3.0,0,
control,control-period,2E934EACBB472227E07E6D17B9EC55A0,13,2,6.5,3,1.5
treatment,pre-period,2E98271C4DE172F7AA1BB10FDEEA3913,203,2,101.5,7,3.5
treatment,post-period,2E98271C4DE172F7AA1BB10FDEEA3913,484,3,161.33333333333334,7,2.3333333333333335
control,control-period,2EA3F93123057DA5068E086BD1F0CBFF,13,4,3.25,4,1.0
treatment,post-period,2EB746D02B7B3DEF95022A0958D422CF,4,1,4.0,0,
treatment,pre-period,2EB746D02B7B3DEF95022A0958D422CF,10,1,10.0,1,1.0
control,control-period,2EC26AAFCF3735C41F76D33DCFC55524,69,1,69.0,2,2.0
control,control-period,2EC2D88FD0D008546A9C8D82782F2C5E,4,1,4.0,1,1.0
treatment,pre-period,2ED35AC1D18D24AD6144985A6BADD694,9,1,9.0,1,1.0
treatment,post-period,2ED35AC1D18D24AD6144985A6BADD694,3,1,3.0,0,
control,control-period,2ED44327BE1F5C32215B4047BAA74E72,12,7,1.7142857142857142,7,1.0
treatment,post-period,2EDF04F8592086774218CAD9C27229B6,2,2,1.0,2,1.0
treatment,pre-period,2EDF04F8592086774218CAD9C27229B6,3,2,1.5,2,1.0
treatment,post-period,2EF53F63407052EC94131725462F090E,3,1,3.0,0,
treatment,pre-period,2EF53F63407052EC94131725462F090E,6,1,6.0,1,1.0
control,control-period,2EF814FCC7768BCB56538F6375C5FEF9,12,1,12.0,1,1.0
control,control-period,2F06297759B05D2703FF61344E0AF834,23,1,23.0,6,6.0
treatment,post-period,2F09E506A0B41203B4A979B17D2A4FE3,767,10,76.7,23,2.3
treatment,pre-period,2F09E506A0B41203B4A979B17D2A4FE3,0,0,,1,1.0
control,control-period,2F0D26A505057458FF91EBC11395333B,2,1,2.0,1,1.0
treatment,post-period,2F0F260BD7B876C346B41977D0D03D62,124,28,4.4285714285714288,42,1.5
treatment,pre-period,2F0F260BD7B876C346B41977D0D03D62,4,1,4.0,1,1.0
treatment,pre-period,2F1281FBA9154F71C3AA18BF51429EC1,3,1,3.0,1,1.0
treatment,post-period,2F1281FBA9154F71C3AA18BF51429EC1,1,1,1.0,0,
control,control-period,2F1ACD9322D327743CC4633C09DAA816,4,1,4.0,1,1.0
treatment,post-period,2F1FC7EE7CB3BBAAF99B5788648A7E81,45,4,11.25,4,1.0
treatment,pre-period,2F1FC7EE7CB3BBAAF99B5788648A7E81,10,1,10.0,1,1.0
treatment,post-period,2F2B5C88B72A5253AAF448B1E29333F5,100,23,4.3478260869565215,32,1.3913043478260869
treatment,pre-period,2F2B5C88B72A5253AAF448B1E29333F5,4,2,2.0,3,1.5
control,control-period,2F2F1344A7423CA7B81B2F6E23B44CEA,19,15,1.2666666666666666,16,1.0666666666666667
control,control-period,2F301225AB10AA4AC1EFEFB073E0B967,11,1,11.0,1,1.0
control,control-period,2F416D73AD7B631DE3A63C757EB5A154,7,2,3.5,5,2.5
control,control-period,2F46A6C4967D78CE3DE5C045D100BF24,4,1,4.0,1,1.0
treatment,pre-period,2F48607C41ECC4015FA296500F0A2C4B,54,5,10.8,7,1.4
treatment,post-period,2F48607C41ECC4015FA296500F0A2C4B,211,31,6.806451612903226,55,1.6666666666666667
control,control-period,2F512AF9E9263BAF303E7010B29B222C,7,3,2.3333333333333335,3,1.0
control,control-period,2F5597A6236A6167CE29E31A6EC12A5F,20,3,6.666666666666667,3,1.0
treatment,post-period,2F5B044B41268F6643EB4D0EF15D4E87,120,12,10.0,30,2.7272727272727271
treatment,pre-period,2F5B044B41268F6643EB4D0EF15D4E87,27,3,9.0,5,1.6666666666666667
treatment,post-period,2F5BBABE9DD0271DCD62E501F76DA736,39,6,6.5,5,1.0
treatment,pre-period,2F5BBABE9DD0271DCD62E501F76DA736,25,3,8.3333333333333339,4,1.3333333333333333
control,control-period,2F6043B9170F1B2C4A16A13F3D6D00EB,40,6,6.666666666666667,8,1.3333333333333333
control,control-period,2F63F95CB7346055F6EAC00BEE227A03,12,2,6.0,3,1.0
control,control-period,2F70886252B34EEB92E1C254173343FA,11,2,5.5,2,1.0
control,control-period,2F71939D3C9E23EDC53AAAF004C762C1,15,1,15.0,1,1.0
treatment,post-period,2F72E1976C24D8DFEA138BBCFD304BAC,26,9,2.8888888888888888,10,1.1111111111111112
treatment,pre-period,2F72E1976C24D8DFEA138BBCFD304BAC,6,1,6.0,1,1.0
treatment,post-period,2F74E23BEA1E45E3897274EE4903DCC5,3034,81,37.456790123456791,154,1.9012345679012346
treatment,pre-period,2F74E23BEA1E45E3897274EE4903DCC5,2,1,2.0,0,
treatment,post-period,2F7C8FE38ABBC072436CCFBBEE70F21F,9,1,9.0,0,
treatment,pre-period,2F7C8FE38ABBC072436CCFBBEE70F21F,16,2,8.0,2,1.0
control,control-period,2F8785E036A9032418637FE43D75ADA7,10,1,10.0,1,1.0
treatment,post-period,2F8E2DBB938D2E43C2D171AF5F35EEF8,24,2,12.0,3,1.5
treatment,pre-period,2F8E2DBB938D2E43C2D171AF5F35EEF8,4,1,4.0,1,1.0
treatment,pre-period,2FA077E00B9A119EF4772C441710E49E,10,10,1.0,10,1.0
treatment,post-period,2FA077E00B9A119EF4772C441710E49E,13,13,1.0,13,1.0
control,control-period,2FB8F8AAA14810F7E7AD65238004061D,8,6,1.3333333333333333,7,1.1666666666666667
treatment,pre-period,2FC20CA50DBE86E4BEF8911E8B6209D9,4,1,4.0,1,1.0
treatment,post-period,2FC20CA50DBE86E4BEF8911E8B6209D9,4,1,4.0,0,
treatment,pre-period,2FC7AA16D54B177F0A2911FEA105A0B3,9,3,3.0,3,1.0
treatment,post-period,2FC7AA16D54B177F0A2911FEA105A0B3,3,2,1.5,1,1.0
treatment,pre-period,2FCCCFFC5B260063B58DF088A7748617,11,5,2.2,5,1.25
treatment,post-period,2FCCCFFC5B260063B58DF088A7748617,9,2,4.5,3,3.0
treatment,post-period,2FCCD5109689374D6165655CA1E20334,98,7,14.0,10,1.6666666666666667
treatment,pre-period,2FCCD5109689374D6165655CA1E20334,2,1,2.0,1,1.0
treatment,pre-period,2FCF88BD94734DFF9348293720DD1DA0,31,5,6.2,5,1.25
treatment,post-period,2FCF88BD94734DFF9348293720DD1DA0,15,3,5.0,3,1.0
control,control-period,2FD36D4DBD27E9754B84E8322FF81415,6,1,6.0,1,1.0
treatment,pre-period,2FF4899DE9DDAA94D3744575196D9206,7,1,7.0,1,1.0
treatment,post-period,2FF4899DE9DDAA94D3744575196D9206,11,1,11.0,0,
treatment,pre-period,2FFE5F3D675C72575C64971194A9482C,3,1,3.0,1,1.0
treatment,post-period,2FFE5F3D675C72575C64971194A9482C,16,1,16.0,0,
control,control-period,3019D242435D0E7C4AC7FC148F433636,1,1,1.0,0,
treatment,pre-period,301AFECE7DEEE17ACC059F6C18017D80,53,4,13.25,5,1.25
treatment,post-period,301AFECE7DEEE17ACC059F6C18017D80,434,30,14.466666666666667,33,1.1379310344827587
treatment,pre-period,301F195A323A825ED893DAC478C3B919,6,3,2.0,3,1.0
treatment,post-period,301F195A323A825ED893DAC478C3B919,7,4,1.75,3,1.0
control,control-period,301F3E03F1C38FAD17155B25DF64D09B,34,7,4.8571428571428568,10,1.4285714285714286
treatment,post-period,302482F72E746B8F6CFAB0C3FDDB0064,4,2,2.0,1,1.0
treatment,pre-period,302482F72E746B8F6CFAB0C3FDDB0064,0,0,,1,1.0
