cohort,period_cohort,user_pseudo_id,level_starts,days,level_starts_per_day,sessions,sessions_per_day
treatment,post-period,3983B79EE1ECAC145E3688021745D894,151,5,30.2,21,4.2
control,control-period,39857AFD180050961B463989BF5A33FB,10,8,1.25,9,1.125
control,control-period,399CAF79ADAD6E99DF95A8F27905CF5C,21,4,5.25,4,1.0
control,control-period,39A0592805168E5D5B3C3687A7472628,426,3,142.0,3,3.0
control,control-period,39BE7CAB9B8602ABD10A1BFB4E66BBB2,112,11,10.181818181818182,22,2.0
control,control-period,39DAD4644957427AE5E3B00C2BE0D0EE,76,3,25.333333333333332,8,2.6666666666666665
control,control-period,39F4091CFAA67E1BAD3AB99F70F2AEE7,23,4,5.75,4,1.0
control,control-period,39F507C9C69C087720D210B1D13788B5,8,1,8.0,1,1.0
control,control-period,3A0C188E07D23B3FA107E338476821D8,8,3,2.6666666666666665,3,1.0
control,control-period,3A18031D2051200FEDBE392EB42490A6,15,3,5.0,4,1.3333333333333333
control,control-period,3A1B5A55C33A7EF1A37C909A753606B8,70,4,17.5,7,1.75
control,control-period,3A24D6AF7A8B95BADBA8DABFAC039DAA,9,8,1.125,9,1.125
control,control-period,3A2D53CBDC4E55CA73FEB38FCE638A2D,7,1,7.0,2,2.0
control,control-period,3A4F5028A0CA512C0E2CCA1F36CE160D,279,17,16.411764705882351,24,1.3333333333333333
treatment,pre-period,3A515151FDBA1D6008C8A4C71C8278DE,4,1,4.0,1,1.0
treatment,post-period,3A515151FDBA1D6008C8A4C71C8278DE,41,3,13.666666666666666,3,1.5
control,control-period,3A58859E074B02E8FB1CAEA291636112,8,4,2.0,4,1.0
control,control-period,3A66B71F62FBDEF60DED96B73BA783A8,10,3,3.3333333333333335,3,1.0
control,control-period,3A6E4010B115AA8EB99461DA8E9A7275,65,6,10.833333333333334,6,1.0
control,control-period,3A7EA807EE2B30654EE554FBBE0C8DAF,48,3,16.0,3,1.0
control,control-period,3ADCF9EA7C03A4918871585A490A68C6,185,3,61.666666666666664,6,2.0
control,control-period,3B1EC879875F9C6B1AAE0A09BE08FA7F,17,4,4.25,4,1.0
control,control-period,3B4A6FCA6DCB4C2749409DC4188A306E,5587,92,60.728260869565219,158,1.7362637362637363
control,control-period,3B5957AAED820EDC97724698CD3FE578,20,3,6.666666666666667,4,1.3333333333333333
control,control-period,3B62912D9F9755A6EB1253032B84DF9F,137,12,11.416666666666666,16,1.3333333333333333
control,control-period,3B7AC9CAE2D7BB661BE66F3DE36DD005,41,7,5.8571428571428568,7,1.0
control,control-period,3B7E8F870CDE1AB43BA70658FFA68C5B,9,6,1.5,7,1.1666666666666667
treatment,post-period,3B89F2F5E5B7FDE2FA5C12EF74A747DD,37,9,4.1111111111111107,12,1.3333333333333333
treatment,pre-period,3B89F2F5E5B7FDE2FA5C12EF74A747DD,1,1,1.0,3,1.5
control,control-period,3B9DDD282F488869CFFCC057F70958B0,446,11,40.545454545454547,18,1.6363636363636365
control,control-period,3BA6FFB771F7F4D745F092BE6EEEB7A8,5,1,5.0,1,1.0
control,control-period,3BAD85C975EE5466BCC56F77BA433DB2,15,7,2.1428571428571428,10,1.4285714285714286
treatment,pre-period,3BBBF9670FF8A13D25833DE6965F6555,20,4,5.0,4,1.0
treatment,post-period,3BBBF9670FF8A13D25833DE6965F6555,5,1,5.0,1,1.0
control,control-period,3BE174EF49A2015E782228B3E02E3CDA,548,14,39.142857142857146,34,2.4285714285714284
control,control-period,3C1972F887FD4EC6EFF72B7A4ACC9BF9,89,10,8.9,18,1.8
control,control-period,3C24334270603160F1C27BAAC3B9B714,9,2,4.5,2,1.0
control,control-period,3C312B7D7E359FDEF65DEA269C7698CD,6,3,2.0,3,1.0
control,control-period,3C38F5B247C20750B5F323F1A6ABC73D,85,2,42.5,6,3.0
control,control-period,3C58946C3178392A69D292F2F5A862E3,86,48,1.7916666666666667,69,1.4375
control,control-period,3C6A83811DD50E0CFDBD876259FA6D6E,174,37,4.7027027027027026,55,1.4864864864864864
control,control-period,3C6C26FF511307BFC3304161BE7109E5,163,16,10.1875,32,2.1333333333333333
control,control-period,3C70D01246600BA32125AF44750B2014,389,3,129.66666666666666,13,4.333333333333333
control,control-period,3CB80C0D089274FB79040BE72A482779,32,4,8.0,3,1.0
control,control-period,3CBDB60D831C0281E68FB6DB97037C9A,8,1,8.0,1,1.0
control,control-period,3CD1DEB660E64A41BA76E124B1C0103F,25,5,5.0,5,1.0
treatment,pre-period,3D01D6221D54D40DC42C3D6FBCCEC926,134,5,26.8,5,1.0
treatment,post-period,3D01D6221D54D40DC42C3D6FBCCEC926,4,1,4.0,0,
treatment,post-period,3D03A380687FE3369E93915D50C572CB,298,38,7.8421052631578947,61,1.525
treatment,pre-period,3D03A380687FE3369E93915D50C572CB,137,14,9.7857142857142865,21,1.5
control,control-period,3D0D0AB12593E5C8B5C8BE2450ABDC6E,18,10,1.8,11,1.1
control,control-period,3D1B58553D2E2D4DD5DFCF251D5E23B2,156,70,2.2285714285714286,131,1.8714285714285714
control,control-period,3D339878AE3B0017A1B3313EB2C5A90A,44,2,22.0,2,1.0
control,control-period,3D4D86AC719A6FF6D461DD5B3A82988C,25,8,3.125,12,1.7142857142857142
control,control-period,3D8CB56D98F81085AE0F81D10B2DA2F5,6,1,6.0,1,1.0
control,control-period,3D94E35576FC0DD6C96FA116C9CD4F07,6,1,6.0,1,1.0
treatment,pre-period,3DC1C89C927D2FC9D264FBC21E401E5B,19,15,1.2666666666666666,16,1.0666666666666667
treatment,post-period,3DC1C89C927D2FC9D264FBC21E401E5B,6,5,1.2,5,1.0
control,control-period,3DC258E32531148709A4BF575C0F076E,127,18,7.0555555555555554,22,1.2222222222222223
treatment,post-period,3DEB0C12C49AD19D7ACE68FA59E7ACD6,5008,60,83.466666666666669,112,2.0
treatment,pre-period,3DEB0C12C49AD19D7ACE68FA59E7ACD6,924,13,71.07692307692308,19,1.4615384615384615
treatment,post-period,3E14E34FCCAB1D2D4917BD264F03594D,62,2,31.0,2,1.0
treatment,pre-period,3E14E34FCCAB1D2D4917BD264F03594D,454,13,34.92307692307692,45,3.4615384615384617
treatment,post-period,3E572B9BAEE91DB598C62795754BA6B7,58,9,6.4444444444444446,18,2.25
treatment,pre-period,3E572B9BAEE91DB598C62795754BA6B7,98,8,12.25,21,2.625
control,control-period,3E591B11F0212CD7B354AB860ADD66AB,30,5,6.0,4,1.0
control,control-period,3E5D6BF83E026DB47EE7A109C74009B4,58,1,58.0,2,2.0
control,control-period,3E93326F1DF43AF5F27987897F2BB819,32,25,1.28,26,1.04
control,control-period,3ED9779C37E79D2ADFAEEE69DB2C3AAE,19,3,6.333333333333333,3,1.0
control,control-period,3EDE8E7A50DE76AA2EC12DDD2AE3F9F4,180,21,8.5714285714285712,31,1.4761904761904763
treatment,pre-period,3EF8FC940E379D53BBD3FEFDAF626BB2,415,22,18.863636363636363,36,1.6363636363636365
treatment,post-period,3EF8FC940E379D53BBD3FEFDAF626BB2,653,14,46.642857142857146,28,2.1538461538461537
control,control-period,3F15D8D167BBBFA96BC09026D13DFAC1,42,2,21.0,2,1.0
control,control-period,3F179C197C06F1E9DED3FF3097F7BB85,19,3,6.333333333333333,4,1.3333333333333333
control,control-period,3F400AEC8B83B103EF32B23A998BCCD4,51,5,10.2,6,1.5
control,control-period,3F6EEEB2D589AF8A25897D2851CA23A6,114,26,4.384615384615385,26,1.04
control,control-period,3F8B138B19923DA4A2FC4C7502BC09F7,1,1,1.0,1,1.0
control,control-period,3FBB605D713B128EBF5A38DD845444EC,30,8,3.75,10,1.25
control,control-period,3FBE877D667272015A159C405F53BF48,45,5,9.0,6,1.2
control,control-period,3FC8ECFC8F2976C5B56D0D782F36BD7F,313,38,8.2368421052631575,44,1.1282051282051282
treatment,post-period,3FD83714C2BC47927FA375E1FA7E2C7F,52,12,4.333333333333333,23,1.9166666666666667
treatment,pre-period,3FD83714C2BC47927FA375E1FA7E2C7F,33,4,8.25,4,1.0
control,control-period,3FF72359059E0717967E91F769CD6860,33,3,11.0,3,1.5
control,control-period,3FFB1DF94D148994075041E8643DD788,67,7,9.5714285714285712,6,1.0
control,control-period,402F034E93C08042F10CAE155CADDA8F,9,1,9.0,1,1.0
control,control-period,403C557E9B2849083C5165A2652E87FB,9,2,4.5,2,1.0
control,control-period,4059062E59F3605CE7A574DCD9997571,42,5,8.4,5,1.25
control,control-period,4060CFCD63924AEBFE1C778E3F4EEA3E,65,3,21.666666666666668,7,2.3333333333333335
control,control-period,407F9E10B097ABA763F94C554180BEBE,28,2,14.0,4,2.0
control,control-period,4084461D081426E7BE56EE1C7759CF42,16,3,5.333333333333333,3,1.0
control,control-period,40B224DCDBE486DBB2D13E81B285589A,137,5,27.4,12,2.4
control,control-period,40B409D2F011F83053D8E40B6EACBD92,101,4,25.25,14,3.5
control,control-period,40B501E0460E254E289A776CFC31DCF2,617,84,7.3452380952380949,256,3.0476190476190474
control,control-period,40BA3CE848E99626DACC46BCCEE3E568,17,15,1.1333333333333333,15,1.0
control,control-period,40C229431AFC4802BD2F4B7EEA6D7599,24,1,24.0,1,1.0
control,control-period,410456004F702B7F96B3B39BCC44051D,32,20,1.6,28,1.4
control,control-period,412ED6DEDE2777A6C6DE9EBB1C98DA1A,457,12,38.083333333333336,32,2.6666666666666665
control,control-period,418C1FE4FF01EA36F511E5D9073F11BD,832,60,13.866666666666667,85,1.4166666666666667
control,control-period,4193343164266373A13B35D5D04053E2,63,4,15.75,8,2.0
treatment,pre-period,41B26A7C4962FB21B5C09FE3E7A9EC7E,2,1,2.0,1,1.0
treatment,post-period,41B26A7C4962FB21B5C09FE3E7A9EC7E,4,1,4.0,0,
treatment,pre-period,41CA0FA528C7227EA1E592DCC4733C40,83,4,20.75,5,1.25
treatment,post-period,41CA0FA528C7227EA1E592DCC4733C40,284,20,14.2,25,1.3157894736842106
control,control-period,42055B5530697B8E4F2FE3EED1E98594,3,1,3.0,2,2.0
control,control-period,422475C142952DA30626339424E5C904,21,5,4.2,5,1.0
control,control-period,4264D19BA0A3A89C7F3DF14A96CECC6C,43,4,10.75,6,1.5
control,control-period,426DCE5BE2FF9B12B8981D18DE56B87C,190,31,6.129032258064516,37,1.1935483870967742
control,control-period,427C31D59AE5368FDB632549C93CF9A1,64,3,21.333333333333332,4,2.0
control,control-period,428B364B8F2B42ED8D7C5AD1020705EF,11,2,5.5,3,1.5
control,control-period,42B0EA9C46944FD3177C30038D4970B3,365,21,17.38095238095238,31,1.2916666666666667
treatment,post-period,42B9A14B99CF6FEE630005EF1F03FA19,3,1,3.0,2,1.0
treatment,pre-period,42B9A14B99CF6FEE630005EF1F03FA19,2,1,2.0,1,1.0
control,control-period,42C411F559CA295EB59A4F95E75E616C,10,2,5.0,3,1.5
control,control-period,42CAF88542680DC1A0671B91943E6089,23,3,7.666666666666667,3,1.0
treatment,post-period,42E6A7C3536775E3B8C3DB919AE9A452,3036,54,56.222222222222221,132,2.5384615384615383
treatment,pre-period,42E6A7C3536775E3B8C3DB919AE9A452,1034,26,39.769230769230766,42,1.68
control,control-period,434B79A24E73A32E488354A1AAD98495,17,1,17.0,1,1.0
control,control-period,43A83473824B5860784FD7866EA79CE5,10,5,2.0,6,1.2
treatment,pre-period,43B0C02FC1A34A9F6149674983A02DD1,18,1,18.0,3,1.5
treatment,post-period,43B0C02FC1A34A9F6149674983A02DD1,1,1,1.0,0,
control,control-period,43B9E5915CF39E53BAF74E0B6C201BE1,26,3,8.6666666666666661,4,1.3333333333333333
control,control-period,43D27F6D77E6A3B68872B6786AD0DAB4,32,1,32.0,3,3.0
control,control-period,43DA660224C6352216215BCCC6A26CBC,10,1,10.0,1,1.0
control,control-period,44386D9242DC9705DAFE219EC2C114F5,900,25,36.0,49,2.1304347826086958
control,control-period,444E29C83744866256A63CCECBB6F854,5,3,1.6666666666666667,3,1.0
control,control-period,44759496F6F519B1A4BEF55BE55C631C,93,52,1.7884615384615385,54,1.125
control,control-period,4481D63B22935FD22AA6C3D639A8FC29,30,3,10.0,3,1.0
control,control-period,448F4402131C2DE70EC67F04D4BF5719,61,10,6.1,13,1.3
treatment,post-period,44CB977CB944DE7FD71943CE9A304F9E,2,1,2.0,0,
treatment,pre-period,44CB977CB944DE7FD71943CE9A304F9E,1,1,1.0,1,1.0
control,control-period,44E2A07F3CF42818F5F31EC90F7D24F4,10,8,1.25,8,1.0
control,control-period,4502ED904A0969D5DE541EB53A8D1FA0,59,4,14.75,5,1.25
control,control-period,4516D83DF38E72F2BEC95CA161C8E342,17,7,2.4285714285714284,11,1.5714285714285714
control,control-period,4542CFA974FAA3C923527BDDA50397B0,15,1,15.0,1,1.0
control,control-period,4549717C06BAFE84FB1FFE5DDBD7EB2E,564,15,37.6,35,2.3333333333333335
control,control-period,456B457D2169620D21A1EB3E57376B86,25,5,5.0,6,1.2
control,control-period,45A21F8198EC7C85F07611CE7FFB999D,7,3,2.3333333333333335,4,1.3333333333333333
control,control-period,45AC12FEE80C5264B1A520860AA981B2,262,6,43.666666666666664,15,2.5
control,control-period,45B962FE8BA617D5FF31238DEE7E1D77,6,1,6.0,1,1.0
control,control-period,45BDDEC4DF8773F88DC51D1AFD145521,160,31,5.161290322580645,34,1.096774193548387
control,control-period,45DF5BA054826C546308F865405709B3,12,2,6.0,2,1.0
control,control-period,45FB547C5857493104687C234EDCDE37,120,18,6.666666666666667,28,1.5555555555555556
control,control-period,4640585DB6878F93C3212012A2A03348,169,43,3.9302325581395348,62,1.4090909090909092
control,control-period,4642EA5F1F7C9EEC53E4C7A923DF111C,55,10,5.5,50,5.0
control,control-period,465B5DC1BA69633FE49EFA52F08CBB40,413,29,14.241379310344827,43,1.4827586206896552
control,control-period,465BCF9F2DA992A7FF642326A8024A00,107,5,21.4,16,3.2
control,control-period,46667B8A61C1573787AD6A645BE51C5B,13,3,4.333333333333333,3,1.0
control,control-period,467D5A2A62334E71BE1651A86C2A69CA,29,8,3.625,8,1.1428571428571428
control,control-period,46940B869F002DCFDDA860189AF77F23,16,4,4.0,6,1.5
control,control-period,46A9EAE235915B94D92A07A4E592D206,117,14,8.3571428571428577,14,1.0
control,control-period,46D808E730894AB0AC6E0F493B6FC864,35,14,2.5,14,1.0
control,control-period,46EAD019CC897704F77A23F03A730CA8,9,1,9.0,2,2.0
treatment,pre-period,47216088A078D06F9220263FAF964F10,1098,32,34.3125,104,3.0588235294117645
treatment,post-period,47216088A078D06F9220263FAF964F10,834,23,36.260869565217391,70,3.1818181818181817
treatment,post-period,472451071AED6FF801BC0FE66706FD27,8110,95,85.368421052631575,332,3.4947368421052634
treatment,pre-period,472451071AED6FF801BC0FE66706FD27,101,5,20.2,10,2.0
control,control-period,474A6B3CA88D086A10C806D7DB2D3B37,3,1,3.0,1,1.0
control,control-period,475BF363AECBE3A08102A769174D278F,82,7,11.714285714285714,9,1.125
control,control-period,47641CFD956212B88DE89050A1218D3E,410,12,34.166666666666664,30,2.5
control,control-period,47701C1486ECBAAA5927E13F9CEED27B,68,2,34.0,2,1.0
treatment,pre-period,4789C778386485B99F4077B97DFE34E3,2104,26,80.92307692307692,49,1.8846153846153846
treatment,post-period,4789C778386485B99F4077B97DFE34E3,358,13,27.53846153846154,21,1.4
control,control-period,47A899631A240C70DD743B9F91B8621F,13,1,13.0,1,1.0
control,control-period,47E5E8FABBDB3D3BC261699407E7DB6B,12,3,4.0,4,1.3333333333333333
control,control-period,47EF903C26610B033B8734C8159B2ECA,119,14,8.5,15,1.25
control,control-period,4831779265047BB8B62308A63E6D81EA,38,6,6.333333333333333,7,1.1666666666666667
control,control-period,48330526397378E0196AB2AE3EDA144A,65,15,4.333333333333333,20,1.4285714285714286
control,control-period,486D0900B48B18D315367260129BFFB6,48,5,9.6,7,1.1666666666666667
control,control-period,487DE902636DD8A9844A2D61FE7BD568,1492,76,19.631578947368421,194,2.5526315789473686
control,control-period,488BE19C45D3D8B2DF02214BC19B44B4,233,48,4.854166666666667,77,1.6382978723404256
control,control-period,4896DF08BAF68522FA05E3669EDD4528,6,1,6.0,1,1.0
control,control-period,48AB910A8DE8485D4C34238EA61F782C,2871,87,33.0,230,2.6436781609195403
control,control-period,48C375B3FA9960A884092B56312793A7,27,1,27.0,1,1.0
control,control-period,48C3F922E22657E619B06BE11763E782,117,12,9.75,15,1.25
control,control-period,48C8A04DA2A666406E943C164A94D0B3,2027,36,56.305555555555557,73,2.0277777777777777
control,control-period,48D0C822ACA6BD0B5FBA8ECD27CBB247,101,6,16.833333333333332,7,1.1666666666666667
control,control-period,48D232C097FBDAE6169C43DA689573BE,14,1,14.0,1,1.0
control,control-period,48FEAB5E27D804CA5A51958469130938,40,2,20.0,5,2.5
control,control-period,48FFB36AFFB051EC56910335F81BB3C6,15,3,5.0,2,1.0
control,control-period,490F592DDAB95F2590917ACA94B377C6,130,6,21.666666666666668,17,2.8333333333333335
treatment,post-period,49309C5759610DBF6C829C0D4AB23943,59,10,5.9,13,1.4444444444444444
treatment,pre-period,49309C5759610DBF6C829C0D4AB23943,110,13,8.4615384615384617,18,1.3846153846153846
control,control-period,4930D1E24B57750792540C82C54D64E6,66,2,33.0,2,1.0
control,control-period,498C5BB583F33EFA29DE4783D40330FF,220,12,18.333333333333332,13,1.1818181818181819
control,control-period,499D2829438BE946DBF956830C1B6F3C,4,1,4.0,1,1.0
control,control-period,49CF61B01BD5584B86EFC08E40F6EB03,76,7,10.857142857142858,13,1.8571428571428572
treatment,pre-period,49D9F34F22480512FE5B725D46D2B216,16,1,16.0,1,1.0
treatment,post-period,49D9F34F22480512FE5B725D46D2B216,4,1,4.0,1,1.0
treatment,pre-period,49E9C6C52FBDE2759897A72EB7C37165,97,5,19.4,5,1.25
treatment,post-period,49E9C6C52FBDE2759897A72EB7C37165,87,3,29.0,3,1.5
control,control-period,4A265CA54699214E64E300A0587DF907,19,2,9.5,3,1.5
control,control-period,4A36793E405A836B8EEFC860ED4F5749,26,1,26.0,1,1.0
control,control-period,4A47A98F4565C38DBABBE20B803D7FFB,46,4,11.5,7,1.75
control,control-period,4A852E300108529B9EBECC2E365F93A6,14,4,3.5,4,1.0
control,control-period,4A862175326ABFD473EE59B8569D821E,111,3,37.0,3,1.0
control,control-period,4A8AF38A53D29427AC338F2EAA0376C2,1,1,1.0,1,1.0
control,control-period,4AB0441290F6077849CBE9C74A828F0A,515,59,8.7288135593220346,91,1.7843137254901962
control,control-period,4ABFD2281F974B00B844E8F97B2E6D38,528,20,26.4,34,1.7894736842105263
control,control-period,4AD259771898207D5869B39490B9DD8C,1461,11,132.81818181818181,14,1.75
control,control-period,4AEEE533D8FAED4AD0A9227618CD296B,222,6,37.0,18,3.0
control,control-period,4B05667C4794897FE8CC564021D796A5,6,2,3.0,2,1.0
control,control-period,4B12ACD507A3752A8CD17C7824BF3851,34,8,4.25,7,1.1666666666666667
control,control-period,4B27C4636A0111A0F6420F86D7FB3F54,13,1,13.0,1,1.0
control,control-period,4B6CFDAE1DAD6B5F0128A3220FA8A8FA,12,1,12.0,1,1.0
control,control-period,4BB019F8F6D1FE7BA78CA42A4698EF56,92,22,4.1818181818181817,29,1.3181818181818181
control,control-period,4BDC03916D05981BEC8C818C2B1A11DA,10,4,2.5,6,1.5
control,control-period,4BDC831A6940071E2461D0B5293A329E,551,34,16.205882352941178,56,1.6470588235294117
control,control-period,4BF98D09CA8359FC59ADAF56D00338F8,90,41,2.1951219512195124,59,1.4047619047619047
control,control-period,4C172770653C905EBF1BC07CCB477C27,12,1,12.0,1,1.0
control,control-period,4C18E92173DBE0764C2CC29D174E3A46,101,2,50.5,2,1.0
control,control-period,4C3508B08DAE502EABB8ED35E2F46B80,34,12,2.8333333333333335,15,1.1538461538461537
control,control-period,4C3755CD4C110848F33E659F49332796,16,9,1.7777777777777777,9,1.0
control,control-period,4C5C048C8BF8204B5C700B18D9A2327B,7,1,7.0,1,1.0
control,control-period,4CA71B6706FC5C0AE66BE5E6F7A28EB8,4,1,4.0,1,1.0
control,control-period,4CC453DA57531954D7C053B93A20B5D0,191,6,31.833333333333332,11,1.8333333333333333
control,control-period,4CCF27CD8F2C2F63611C74DFB71C3B8B,23,8,2.875,12,1.5
control,control-period,4CDB160C7A0483695AE6DB265C4E038F,86,13,6.615384615384615,14,1.0769230769230769
treatment,post-period,4CE503AE5B4C4F67A00474CE380CCC39,82,16,5.125,16,1.0666666666666667
treatment,pre-period,4CE503AE5B4C4F67A00474CE380CCC39,19,6,3.1666666666666665,6,1.0
control,control-period,4D084D38156128AAA060303AA91E689D,83,34,2.4411764705882355,43,1.2647058823529411
control,control-period,4D1DFFA5A6570E90D83878ED0021478B,69,3,23.0,5,1.6666666666666667
control,control-period,4D33ED6DCCD63BBED146B6060B307CAF,1672,36,46.444444444444443,39,1.0833333333333333
control,control-period,4D3850D024352B02B9C8FC234C823669,17,14,1.2142857142857142,17,1.2142857142857142
control,control-period,4D42F2CA79AD318C761BD19A3633E314,330,5,66.0,7,1.4
control,control-period,4D6582BFA74C0705C44ED36CCB8CE527,19,2,9.5,2,1.0
control,control-period,4DA6BD9D174F33E7EF99BEC70AC620E5,61,3,20.333333333333332,7,2.3333333333333335
control,control-period,4DC5C920B3CE1AE93FE81D37A34A70DD,94,22,4.2727272727272725,40,1.9047619047619047
control,control-period,4E0D2F7E40746B90029E4F4241F9ECA9,31,4,7.75,6,1.5
control,control-period,4E0F0A82FB573A676CCC27AFAF1B16E1,34,2,17.0,3,1.5
control,control-period,4E236A0193F3627F00BCAD5B8CADA1D5,31,4,7.75,4,1.0
control,control-period,4E45987AAF694F52FB3430360E088614,27,6,4.5,6,1.0
control,control-period,4EA76E484FE62B68F20B5175F591025A,6,1,6.0,1,1.0
control,control-period,4EEF8695A84237BF3C479792381272EE,275,7,39.285714285714285,8,1.1428571428571428
control,control-period,4EF964D59282E5A2C8692D30F011256B,10792,58,186.06896551724137,89,1.5084745762711864
control,control-period,4F04849BCCAE0DA5B75201BE1F6A54F7,13,3,4.333333333333333,3,1.0
control,control-period,4F13ADD7688F418B5624BD5046543305,223,1,223.0,3,3.0
control,control-period,4F6D38D9E1925C522B79DE0034009E10,266,13,20.46153846153846,23,1.9166666666666667
control,control-period,4F6D952B0D06FAFB9880AFF343AACD0B,9,2,4.5,2,1.0
control,control-period,4F70EA69650ED28EA2C5882DA2F9787D,46,4,11.5,5,1.6666666666666667
control,control-period,4F78D8FDAC8011CCAB40816FED99403E,300,9,33.333333333333336,13,1.4444444444444444
control,control-period,4F8458200DBF0AD3A4B095CA35EEA47C,8,1,8.0,2,2.0
control,control-period,4FAE9F054706890DC522E924EBF17286,99,5,19.8,6,1.2
treatment,pre-period,4FBE02D401C1CB541103D24CF60494E0,1,1,1.0,1,1.0
treatment,post-period,4FBE02D401C1CB541103D24CF60494E0,29,2,14.5,2,1.0
control,control-period,4FD9D8CC8CDC35E591A3EAB269D83A3C,144,9,16.0,20,2.2222222222222223
treatment,post-period,5009AB6BB3FF1126B6A7F3193F27FD14,2,2,1.0,1,1.0
treatment,pre-period,5009AB6BB3FF1126B6A7F3193F27FD14,1,1,1.0,1,1.0
control,control-period,501EC0B173398B023AB5B9A315FFD673,57,9,6.333333333333333,12,1.3333333333333333
control,control-period,501ED1D90DFFE96E802854A6364809BB,20,1,20.0,1,1.0
control,control-period,5023561B36F535761B3BD2E70FDBD925,197,2,98.5,2,1.0
treatment,pre-period,503AB1BC9E19C89B0425ED404E60F062,112,3,37.333333333333336,9,3.0
treatment,post-period,503AB1BC9E19C89B0425ED404E60F062,418,2,209.0,5,2.5
control,control-period,50819623BDF347C3C7DCAF0D9F5C0730,16,5,3.2,5,1.0
control,control-period,508D2C437A3BAB2A77F63442D34F5B56,31,2,15.5,2,1.0
control,control-period,508DBEBFA1177CC5FA7CC5ECCEE8D0B2,262,31,8.4516129032258061,47,1.5666666666666667
control,control-period,509317F6D83F7848C834EC340BFF765A,4,1,4.0,1,1.0
control,control-period,50B507B8C1BD14FA0BC9BE6991513DFE,21,2,10.5,2,1.0
treatment,pre-period,50C0AAC23307E008A37574D40D607CCD,22,1,22.0,2,2.0
treatment,post-period,50C0AAC23307E008A37574D40D607CCD,5,1,5.0,0,
control,control-period,50D5028F1DCE89BE37B46B55CACE5D14,82,3,27.333333333333332,10,3.3333333333333335
control,control-period,50DF4D37167497C4DD0F00E2CCAE39C0,12,5,2.4,7,1.4
control,control-period,50EA05AC0E3950057E9588AF9B361A0F,3,1,3.0,2,1.0
control,control-period,510CE1BA524C33E6D5667411B86F00BF,16,5,3.2,5,1.0
control,control-period,512B15BD20611092FEA7BF165B6F8A08,3,1,3.0,1,1.0
treatment,pre-period,512DAA6DE2804B4BB543D1BED5781189,1,1,1.0,1,1.0
treatment,post-period,512DAA6DE2804B4BB543D1BED5781189,1,1,1.0,0,
treatment,post-period,5145D8121071A9EA903A1098034962F6,207,21,9.8571428571428577,28,1.4
treatment,pre-period,5145D8121071A9EA903A1098034962F6,40,3,13.333333333333334,5,1.25
control,control-period,515CEADE48BE9825E993A4E8A97F8B18,19,9,2.1111111111111112,11,1.0
control,control-period,5181E637D9BF572EDA441B3111453F45,30,5,6.0,7,1.1666666666666667
control,control-period,519E294A309B0BD4DCF5A5E2A2CF9F2B,12,2,6.0,1,1.0
control,control-period,51C511BDA46B8307F21527B455A1A59F,218,18,12.111111111111111,26,1.4444444444444444
control,control-period,51E859FD9D682533C094B37DC85EAF87,1157,14,82.642857142857139,22,1.6923076923076923
control,control-period,520471500948F8B932423DE86347D2C1,156,13,12.0,20,1.5384615384615385
control,control-period,5216CA55F087066674AA10DFE754BAF6,327,13,25.153846153846153,24,1.8461538461538463
control,control-period,5217AB1A454DAED6243E1C9818BE6A20,976,36,27.111111111111111,87,2.4166666666666665
treatment,post-period,521EC2187BCA734E9B4733AE1E76E47A,67,6,11.166666666666666,6,1.2
treatment,pre-period,521EC2187BCA734E9B4733AE1E76E47A,2,1,2.0,1,1.0
control,control-period,524D6EF13670864FD4AA42DB7B72845C,19,2,9.5,2,1.0
control,control-period,52556201335DD5EB3D333F4065503C3C,26,2,13.0,3,1.5
treatment,pre-period,525D2BA85EFE112B955CD3B19909E059,16,2,8.0,2,1.0
treatment,post-period,525D2BA85EFE112B955CD3B19909E059,7,1,7.0,1,1.0
control,control-period,525E3BEE74AD824923CC04FE45E45B40,70,10,7.0,12,1.2
control,control-period,528EBF5D409AB0B9048E20EB3CC823C7,28,1,28.0,1,1.0
control,control-period,52CFA8EDD77C74FAE4D79AD25CF4717C,195,16,12.1875,24,1.5
control,control-period,532704A77AF901A8D5E9A94D8FD70C2F,1,1,1.0,1,1.0
control,control-period,532C0C61E6915476CE2ABECE2F02C9E7,2,1,2.0,1,1.0
control,control-period,5346C62F49BF2E6C1199456F16604B3C,27,2,13.5,2,1.0
control,control-period,53553A4F7A4663BA782C839944C85E68,39,7,5.5714285714285712,7,1.0
control,control-period,5358D124C06358BCD5FEF67C87052AC2,22,4,5.5,5,1.0
control,control-period,535B3809F6411A9F8FB0B2C78CE59284,32,17,1.8823529411764706,20,1.1764705882352942
control,control-period,53649082C25AB9A9CD1E394EBBA9CEF3,59,1,59.0,4,4.0
control,control-period,536EC6C66D86036EAAA866D5F1F0B040,32,2,16.0,6,3.0
control,control-period,537B074515EB8F5DDF89269910D94309,85,4,21.25,7,1.75
control,control-period,53866E32BA0ABFD846772D4B7B9B5921,262,32,8.1875,37,1.15625
control,control-period,53A5A4C271525BAA74298747E100C376,889,26,34.192307692307693,48,1.8461538461538463
control,control-period,53ACAE15981F1A8F9A3133340D599299,459,3,153.0,5,1.6666666666666667
control,control-period,53B30A1766248883CAA6D6FD114DF540,124,5,24.8,8,1.6
control,control-period,53C62BFF7D715334B8C3C4904EC34880,122,12,10.166666666666666,14,1.1666666666666667
